array,queries,results
67 13 48 29 93 50 93 25 44 40,8-8 | 7-7 | 8-8 | 8-9 | 2-5 | 3-9 | 0-3 | 0-9 | 0-9 | 9-9 | 7-8 | 3-7 | 4-9 | 8-8 | 3-9,44 25 44 40 29 25 13 13 13 40 25 25 25 44 25
87 30 31 28 99 85 75 36 86 40,2-8 | 8-9 | 7-9 | 9-9 | 0-5 | 1-3 | 6-9 | 4-6 | 3-6 | 2-3 | 9-9 | 0-9 | 7-8 | 2-9 | 9-9,28 40 36 40 28 28 36 75 28 28 40 28 36 28 40
100 30 100 82 40 21 34 26 87 26,8-9 | 8-8 | 4-6 | 1-3 | 5-9 | 3-3 | 7-8 | 8-9 | 6-6 | 5-7 | 0-6 | 6-9 | 2-3 | 7-8 | 0-4,26 87 21 30 21 82 26 26 34 21 21 26 82 26 30
45 58 23 45 33 94 98 6 7 49,2-2 | 6-6 | 0-5 | 9-9 | 2-6 | 8-8 | 5-6 | 2-9 | 1-1 | 7-7 | 0-7 | 8-9 | 9-9 | 4-9 | 8-9,23 98 23 49 23 7 94 6 58 6 6 7 49 6 7
97 80 21 34 79 46 33 91 47 89,4-7 | 6-8 | 1-2 | 1-2 | 5-9 | 2-6 | 4-6 | 7-8 | 4-8 | 7-8 | 7-8 | 5-7 | 8-9 | 2-7 | 4-5,33 33 21 21 33 21 33 47 33 47 47 33 47 21 46
96 48 1 20 19 77 88 81 64 67,9-9 | 8-8 | 6-7 | 8-9 | 0-1 | 2-5 | 1-9 | 1-7 | 5-9 | 6-8 | 7-7 | 2-6 | 7-8 | 0-8 | 6-8,67 64 81 64 48 1 1 1 64 64 81 1 64 1 64
65 21 51 51 42 33 8 13 75 91,9-9 | 6-8 | 4-7 | 4-9 | 5-6 | 8-8 | 2-8 | 4-6 | 1-7 | 2-7 | 1-3 | 3-7 | 5-9 | 5-8 | 8-9,91 8 8 8 8 75 8 8 8 8 21 8 8 8 75
13 19 43 85 27 25 50 39 72 40,3-6 | 4-9 | 6-8 | 1-2 | 2-8 | 7-9 | 2-4 | 5-6 | 6-7 | 1-5 | 8-9 | 4-6 | 3-9 | 1-6 | 0-7,25 25 39 19 25 39 27 25 39 19 40 25 25 19 13
98 99 18 12 86 86 37 78 71 92,2-3 | 7-7 | 5-9 | 9-9 | 9-9 | 6-6 | 8-9 | 3-8 | 9-9 | 2-5 | 9-9 | 3-4 | 0-4 | 7-8 | 0-4,12 78 37 92 92 37 71 12 92 12 92 12 12 71 12
47 58 52 2 92 3 20 48 47 65,2-2 | 1-8 | 3-6 | 0-3 | 0-1 | 3-4 | 6-8 | 1-2 | 6-9 | 6-6 | 9-9 | 9-9 | 5-9 | 6-6 | 4-8,52 2 2 2 47 2 20 52 20 20 65 65 3 20 3
80 8 90 97 58 72 97 58 75 76,2-6 | 0-8 | 5-9 | 5-9 | 2-7 | 4-7 | 1-8 | 9-9 | 5-9 | 4-5 | 8-8 | 5-5 | 2-3 | 8-8 | 1-6,58 8 58 58 58 58 8 76 58 58 75 72 90 75 8
46 71 44 87 66 100 100 68 72 99,6-9 | 3-9 | 3-8 | 3-8 | 3-6 | 9-9 | 7-9 | 5-5 | 6-9 | 5-6 | 7-8 | 4-4 | 1-4 | 3-4 | 6-7,68 66 66 66 66 99 68 100 68 100 68 66 44 66 68
71 81 93 66 100 90 38 28 97 90,4-6 | 2-5 | 7-7 | 1-9 | 0-6 | 4-4 | 2-3 | 1-4 | 0-8 | 3-9 | 9-9 | 1-1 | 1-2 | 0-1 | 1-4,38 66 28 28 38 100 66 66 28 28 90 81 81 71 66
73 60 77 3 50 76 32 45 23 5,6-6 | 5-5 | 9-9 | 2-8 | 3-6 | 7-8 | 9-9 | 7-7 | 5-7 | 3-5 | 1-3 | 6-9 | 5-9 | 5-9 | 7-8,32 76 5 3 3 23 5 45 32 3 3 5 5 5 23
11 53 81 29 96 50 70 81 34 75,6-9 | 4-6 | 6-7 | 4-4 | 0-1 | 0-7 | 4-8 | 8-9 | 2-9 | 3-8 | 5-6 | 1-5 | 4-9 | 7-8 | 4-8,34 50 70 96 11 11 34 34 29 29 50 29 34 34 34
48 5 52 46 3 63 29 41 85 12,0-3 | 4-8 | 4-6 | 7-8 | 7-7 | 1-4 | 4-9 | 4-6 | 5-5 | 1-3 | 3-9 | 8-9 | 3-6 | 9-9 | 7-9,5 3 3 41 41 3 3 3 63 5 3 12 3 12 12
86 60 31 2 7 46 59 66 63 88,5-9 | 9-9 | 9-9 | 3-7 | 0-1 | 1-9 | 0-4 | 8-8 | 2-4 | 2-2 | 4-4 | 4-5 | 3-6 | 9-9 | 2-4,46 88 88 2 60 2 2 63 2 31 7 7 2 88 2
76 53 81 16 48 35 51 98 10 19,3-5 | 7-9 | 9-9 | 2-6 | 0-2 | 4-4 | 5-8 | 0-4 | 7-8 | 9-9 | 9-9 | 9-9 | 9-9 | 0-8 | 0-3,16 10 19 16 53 48 10 16 10 19 19 19 19 10 16
56 19 70 58 82 60 45 41 76 4,5-9 | 3-7 | 7-8 | 7-7 | 2-3 | 5-9 | 6-7 | 0-2 | 3-6 | 1-4 | 6-9 | 3-4 | 2-8 | 0-0 | 9-9,4 41 41 41 58 4 41 19 45 19 4 58 41 56 4
90 46 91 23 42 7 93 59 100 9,8-9 | 0-1 | 4-6 | 2-9 | 5-9 | 2-9 | 4-5 | 3-4 | 6-8 | 4-8 | 4-7 | 8-8 | 5-7 | 1-1 | 2-6,9 46 7 7 7 7 7 23 59 7 7 100 7 46 7
45 59 49 80 15 11 20 36 52 4,1-7 | 7-8 | 4-5 | 7-8 | 4-7 | 7-8 | 3-5 | 8-8 | 1-4 | 9-9 | 1-3 | 2-3 | 1-8 | 9-9 | 2-3,11 36 11 36 11 36 11 52 15 4 49 49 11 4 49
59 35 76 78 10 74 65 90 98 95,5-7 | 5-9 | 0-1 | 1-6 | 3-3 | 8-9 | 9-9 | 8-8 | 2-9 | 6-7 | 5-7 | 4-4 | 5-5 | 4-9 | 2-6,65 65 35 10 78 95 95 98 10 65 65 10 74 10 10
42 2 93 72 83 42 69 42 47 19,7-7 | 4-7 | 6-8 | 7-9 | 2-5 | 4-9 | 5-7 | 5-8 | 9-9 | 0-7 | 4-5 | 2-3 | 4-4 | 8-8 | 4-8,42 42 42 19 42 19 42 42 19 2 42 72 83 47 42
3 30 28 84 35 43 3 96 16 86,4-5 | 8-9 | 8-9 | 6-9 | 2-9 | 2-3 | 3-6 | 3-6 | 8-9 | 4-8 | 6-7 | 9-9 | 7-7 | 8-9 | 9-9,35 16 16 3 3 28 3 3 16 3 3 86 96 16 86
75 42 86 46 55 95 34 10 99 72,4-4 | 9-9 | 8-8 | 7-9 | 3-8 | 7-8 | 1-6 | 9-9 | 7-9 | 1-8 | 7-7 | 7-9 | 5-6 | 4-7 | 0-9,55 72 99 10 10 10 34 72 10 10 10 10 34 10 10
47 19 11 36 70 31 2 40 2 79,9-9 | 0-6 | 5-7 | 1-1 | 8-9 | 8-8 | 2-4 | 5-5 | 4-9 | 2-9 | 4-7 | 5-7 | 7-9 | 6-6 | 9-9,79 2 2 19 2 2 11 31 2 2 2 2 2 2 79
69 84 20 99 66 90 13 12 83 67,9-9 | 0-3 | 1-7 | 6-6 | 2-8 | 3-4 | 2-8 | 1-9 | 3-8 | 2-5 | 9-9 | 8-9 | 1-2 | 6-8 | 6-6,67 20 12 13 12 66 12 12 12 20 67 67 20 12 13
71 61 12 22 55 4 9 96 99 64,0-6 | 9-9 | 3-4 | 4-8 | 3-4 | 6-7 | 3-9 | 3-4 | 9-9 | 8-8 | 0-8 | 1-7 | 4-6 | 8-8 | 0-9,4 64 22 4 22 9 4 22 64 99 4 4 4 99 4
78 79 39 82 6 97 70 51 36 93,8-9 | 6-8 | 8-8 | 0-3 | 6-9 | 8-9 | 9-9 | 4-9 | 6-7 | 0-5 | 7-8 | 5-7 | 2-9 | 3-6 | 7-8,36 36 36 39 36 36 93 6 51 6 36 51 6 6 36
70 97 1 2 56 71 99 8 1 29,9-9 | 8-8 | 7-7 | 3-6 | 4-6 | 1-8 | 9-9 | 2-2 | 2-6 | 5-7 | 6-6 | 7-7 | 0-9 | 2-6 | 4-8,29 1 8 2 56 1 29 1 1 8 99 8 1 1 1
26 87 53 22 2 86 48 27 9 92,3-3 | 0-1 | 9-9 | 2-3 | 0-1 | 6-6 | 7-9 | 2-3 | 8-8 | 2-9 | 6-9 | 0-2 | 2-6 | 9-9 | 2-4,22 26 92 22 26 48 9 22 9 2 9 26 2 92 2
34 71 43 14 46 96 78 31 38 7,8-9 | 2-2 | 2-5 | 5-5 | 7-9 | 9-9 | 2-4 | 0-1 | 0-7 | 1-1 | 8-8 | 7-8 | 4-6 | 1-3 | 3-4,7 43 14 96 7 7 14 34 14 71 38 31 46 14 14
55 45 9 12 43 88 10 55 21 12,0-3 | 5-7 | 5-9 | 9-9 | 9-9 | 1-8 | 8-8 | 8-9 | 5-8 | 4-5 | 8-8 | 9-9 | 7-9 | 7-8 | 7-9,9 10 10 12 12 9 21 12 10 43 21 12 12 21 12
7 82 83 24 17 31 54 47 79 29,9-9 | 6-7 | 3-7 | 5-6 | 7-7 | 5-6 | 3-8 | 5-7 | 0-9 | 8-9 | 7-7 | 9-9 | 0-2 | 8-8 | 6-7,29 47 17 31 47 31 17 31 7 29 47 29 7 79 47
50 96 57 78 36 55 71 24 26 38,9-9 | 1-2 | 9-9 | 0-8 | 3-9 | 3-4 | 6-9 | 9-9 | 6-8 | 4-6 | 2-5 | 7-7 | 1-8 | 5-6 | 1-2,38 57 38 24 24 36 24 38 24 36 36 24 24 55 57
7 45 70 55 58 24 10 28 80 34,5-7 | 6-7 | 2-3 | 5-7 | 8-9 | 6-8 | 3-9 | 2-4 | 3-8 | 2-5 | 2-7 | 1-6 | 7-9 | 2-4 | 7-8,10 10 55 10 34 10 10 55 10 24 10 10 28 55 28
12 55 21 13 88 38 72 68 91 4,2-8 | 6-7 | 1-1 | 2-7 | 1-3 | 6-8 | 6-9 | 8-9 | 4-9 | 0-4 | 7-7 | 3-7 | 5-7 | 9-9 | 8-8,13 68 55 13 13 68 4 4 4 12 68 13 38 4 91
11 43 44 92 87 26 58 50 95 61,3-5 | 1-1 | 1-2 | 7-8 | 9-9 | 6-7 | 4-6 | 9-9 | 0-7 | 6-9 | 8-8 | 5-8 | 7-8 | 2-9 | 4-4,26 43 43 50 61 50 26 61 11 50 95 26 50 26 87
83 43 28 55 64 76 10 29 74 42,8-8 | 2-4 | 4-9 | 3-7 | 9-9 | 0-3 | 8-9 | 9-9 | 8-9 | 6-8 | 0-1 | 6-8 | 2-6 | 1-5 | 7-7,74 28 10 10 42 28 42 42 42 10 43 10 10 28 29
41 78 82 57 92 54 74 54 15 42,9-9 | 4-5 | 7-9 | 7-9 | 3-3 | 1-9 | 4-4 | 6-8 | 5-9 | 1-2 | 5-9 | 5-7 | 0-5 | 9-9 | 2-2,42 54 15 15 57 15 92 15 15 78 15 54 41 42 82
70 33 87 27 13 18 2 83 54 97,4-6 | 6-9 | 9-9 | 2-9 | 4-9 | 8-9 | 3-6 | 3-8 | 4-9 | 0-3 | 5-9 | 4-8 | 7-7 | 8-9 | 5-5,2 2 97 2 2 54 2 2 2 27 2 2 83 54 18
58 92 50 30 34 7 68 85 80 19,8-8 | 3-5 | 0-5 | 4-8 | 1-7 | 3-6 | 6-8 | 5-8 | 7-8 | 1-1 | 7-9 | 7-9 | 3-9 | 2-3 | 2-6,80 7 7 7 7 7 68 7 80 92 19 19 7 30 7
66 73 94 86 54 95 96 17 4 91,4-8 | 3-8 | 6-7 | 0-9 | 5-7 | 5-5 | 8-8 | 7-8 | 8-8 | 0-1 | 3-3 | 0-2 | 0-8 | 7-9 | 1-6,4 4 17 4 17 95 4 4 4 66 86 66 4 4 54
37 39 92 70 45 46 59 75 33 81,6-8 | 2-6 | 6-7 | 0-1 | 2-7 | 8-8 | 3-8 | 5-9 | 2-7 | 5-9 | 7-9 | 6-7 | 3-5 | 9-9 | 4-9,33 45 59 37 45 33 33 33 45 33 33 59 45 81 33
57 16 96 89 8 30 36 15 80 11,8-8 | 5-6 | 1-9 | 7-9 | 2-9 | 8-8 | 0-1 | 2-3 | 5-5 | 1-9 | 0-6 | 0-8 | 0-8 | 0-8 | 6-9,80 30 8 11 8 80 16 89 30 8 8 8 8 8 11
49 60 52 14 25 65 80 51 97 59,3-5 | 3-8 | 5-7 | 2-7 | 3-9 | 6-7 | 5-7 | 5-5 | 6-9 | 4-9 | 3-8 | 1-5 | 8-8 | 5-6 | 3-8,14 14 51 14 14 51 51 65 51 25 14 14 97 65 14
37 64 81 46 93 97 56 3 75 31,5-8 | 4-9 | 8-9 | 5-5 | 6-7 | 2-4 | 3-6 | 1-1 | 4-8 | 8-8 | 0-4 | 6-6 | 7-9 | 0-6 | 9-9,3 3 31 97 3 46 46 64 3 75 37 56 3 37 31
34 71 49 14 74 22 72 27 38 73,0-2 | 1-2 | 0-6 | 0-1 | 0-5 | 9-9 | 1-5 | 0-3 | 4-7 | 6-8 | 1-4 | 0-1 | 3-6 | 6-6 | 4-4,34 49 14 34 14 73 14 14 22 27 14 34 14 72 74
50 15 26 40 62 43 88 56 76 40,1-2 | 7-9 | 8-9 | 6-9 | 5-9 | 4-6 | 7-8 | 4-7 | 5-9 | 3-9 | 0-1 | 4-6 | 6-9 | 3-8 | 3-6,15 40 40 40 40 43 56 43 40 40 15 43 40 40 40
91 58 17 1 25 67 81 10 29 70,8-8 | 5-6 | 2-2 | 6-7 | 8-8 | 5-9 | 6-7 | 2-6 | 5-5 | 4-5 | 5-6 | 6-9 | 6-8 | 3-3 | 8-9,29 67 17 10 29 10 10 1 67 25 67 10 10 1 29
44 98 20 87 66 14 67 13 44 4,8-8 | 6-6 | 8-8 | 0-0 | 1-9 | 4-7 | 3-4 | 1-2 | 4-7 | 1-2 | 8-8 | 4-6 | 6-6 | 0-0 | 1-2,44 67 44 44 4 13 66 20 13 20 44 14 67 44 20
98 47 60 31 55 57 97 47 44 96,0-3 | 8-9 | 1-4 | 3-4 | 3-4 | 4-8 | 4-5 | 5-6 | 8-8 | 6-8 | 3-5 | 4-8 | 0-1 | 3-6 | 5-9,31 44 31 31 31 44 55 57 44 44 31 44 47 31 44
28 67 23 98 15 9 96 74 10 9,7-9 | 8-8 | 0-7 | 0-9 | 2-5 | 2-7 | 5-7 | 4-7 | 7-7 | 8-9 | 2-9 | 1-9 | 2-5 | 0-3 | 0-2,9 10 9 9 9 9 9 9 74 9 9 9 9 23 23
40 100 64 97 51 31 16 37 29 21,2-9 | 5-6 | 4-4 | 1-8 | 0-8 | 5-8 | 4-9 | 0-4 | 7-8 | 5-7 | 3-4 | 6-7 | 7-7 | 6-6 | 1-8,16 16 51 16 16 16 16 40 29 16 51 16 37 16 16
34 25 80 91 100 12 53 18 48 67,9-9 | 7-8 | 6-7 | 7-8 | 1-3 | 9-9 | 0-0 | 0-9 | 1-1 | 2-8 | 2-6 | 1-4 | 6-8 | 5-9 | 0-5,67 18 18 18 25 67 34 12 25 12 12 25 18 12 12
80 8 49 26 94 16 48 55 16 25,5-9 | 4-7 | 4-4 | 4-4 | 0-3 | 2-2 | 7-8 | 8-9 | 3-8 | 9-9 | 7-9 | 9-9 | 9-9 | 8-9 | 3-5,16 16 94 94 8 49 16 16 16 25 16 25 25 16 16
4 31 4 71 84 46 59 95 43 69,1-6 | 8-8 | 2-8 | 0-0 | 2-2 | 2-9 | 1-3 | 9-9 | 2-9 | 7-9 | 2-8 | 8-9 | 4-7 | 8-9 | 3-7,4 43 4 4 4 4 4 69 4 43 4 43 46 43 46
100 44 24 47 63 55 43 75 48 24,5-8 | 2-4 | 2-5 | 2-5 | 4-8 | 3-4 | 3-4 | 0-8 | 3-3 | 2-8 | 5-8 | 1-3 | 1-3 | 1-3 | 0-0,43 24 24 24 43 47 47 24 47 24 43 24 24 24 100
70 67 87 98 2 21 32 66 22 96,4-8 | 9-9 | 6-7 | 9-9 | 8-9 | 2-4 | 2-9 | 1-6 | 6-9 | 5-5 | 4-8 | 9-9 | 3-6 | 7-8 | 9-9,2 96 32 96 22 2 2 2 22 21 2 96 2 22 96
7 40 39 30 61 10 86 20 45 97,6-9 | 1-3 | 3-4 | 1-8 | 7-7 | 1-7 | 0-1 | 5-9 | 6-7 | 9-9 | 1-7 | 6-6 | 0-4 | 1-5 | 8-9,20 30 30 10 20 10 7 10 20 97 10 86 7 10 45
77 8 1 77 81 84 98 84 8 62,5-5 | 1-7 | 8-9 | 6-6 | 6-9 | 9-9 | 0-9 | 4-4 | 5-5 | 9-9 | 6-6 | 5-5 | 6-9 | 9-9 | 8-9,84 1 8 98 8 62 1 81 84 62 98 84 8 62 8
19 95 54 91 66 34 76 25 27 64,9-9 | 7-9 | 8-9 | 9-9 | 4-8 | 1-3 | 9-9 | 3-5 | 4-6 | 9-9 | 4-9 | 3-5 | 9-9 | 3-5 | 9-9,64 25 27 64 25 54 64 34 34 64 25 34 64 34 64
72 75 47 47 84 94 87 62 78 62,4-8 | 9-9 | 8-9 | 6-7 | 4-6 | 4-6 | 8-9 | 0-7 | 3-8 | 9-9 | 1-2 | 5-6 | 4-9 | 1-4 | 4-5,62 62 62 62 84 84 62 47 47 62 47 87 62 47 84
26 75 48 58 60 76 22 36 16 53,6-7 | 0-8 | 7-7 | 2-3 | 9-9 | 4-7 | 4-4 | 8-8 | 5-8 | 7-8 | 1-9 | 6-8 | 0-4 | 6-6 | 3-7,22 16 36 48 53 22 60 16 16 16 16 16 26 22 22
33 75 10 86 50 13 94 88 51 73,6-6 | 2-2 | 5-6 | 7-8 | 1-4 | 0-1 | 1-3 | 1-9 | 0-1 | 4-4 | 7-7 | 5-7 | 3-4 | 2-2 | 2-5,94 10 13 51 10 33 10 10 33 50 88 13 50 10 10
83 26 31 59 74 36 43 29 85 51,8-8 | 5-9 | 4-4 | 1-4 | 1-6 | 8-8 | 2-4 | 4-6 | 3-6 | 6-8 | 3-4 | 8-8 | 6-7 | 0-4 | 4-4,85 29 74 26 26 85 31 36 36 29 59 85 29 26 74
55 22 81 64 83 87 77 30 75 71,7-9 | 9-9 | 3-3 | 1-7 | 7-7 | 0-5 | 4-8 | 5-5 | 4-9 | 9-9 | 1-3 | 1-1 | 3-3 | 6-9 | 5-9,30 71 64 22 30 22 30 87 30 71 22 22 64 30 30
63 66 99 37 72 6 59 70 82 65,4-7 | 4-4 | 3-5 | 9-9 | 5-7 | 2-4 | 2-2 | 6-6 | 1-5 | 2-3 | 9-9 | 4-6 | 8-8 | 6-7 | 4-9,6 72 6 65 6 37 99 59 6 37 65 6 82 59 6
100 72 37 80 81 90 35 84 94 78,1-6 | 6-8 | 2-9 | 1-7 | 9-9 | 3-7 | 6-8 | 8-8 | 0-2 | 1-1 | 3-3 | 6-9 | 6-7 | 7-8 | 4-6,35 35 35 35 78 35 35 94 37 72 80 35 35 84 35
79 26 10 83 97 78 78 25 47 50,9-9 | 6-8 | 1-2 | 1-1 | 3-3 | 9-9 | 0-3 | 9-9 | 6-7 | 5-5 | 9-9 | 0-5 | 1-7 | 8-9 | 9-9,50 25 10 26 83 50 10 50 25 78 50 10 10 47 50
15 100 99 15 36 100 74 75 47 38,1-7 | 7-9 | 0-3 | 0-3 | 1-8 | 1-3 | 8-8 | 9-9 | 4-9 | 5-9 | 7-9 | 3-7 | 6-6 | 6-6 | 6-6,15 38 15 15 15 15 47 38 36 38 38 15 74 74 74
82 83 9 4 1 71 64 36 23 30,0-1 | 2-5 | 9-9 | 4-6 | 0-0 | 5-9 | 5-5 | 0-6 | 1-5 | 4-4 | 0-7 | 8-9 | 4-4 | 6-7 | 5-7,82 1 30 1 82 23 71 1 1 1 1 23 1 36 36
29 22 81 28 74 31 45 9 91 53,1-7 | 9-9 | 7-9 | 3-7 | 3-4 | 3-4 | 9-9 | 1-8 | 9-9 | 1-7 | 6-7 | 1-1 | 6-8 | 3-6 | 4-6,9 53 9 9 28 28 53 9 53 9 9 22 9 28 31
36 31 89 26 8 5 34 9 66 33,4-5 | 4-5 | 4-8 | 2-6 | 7-9 | 7-7 | 2-9 | 7-9 | 2-7 | 8-9 | 5-6 | 9-9 | 9-9 | 4-4 | 7-7,5 5 5 5 9 9 5 9 5 33 5 33 33 8 9
9 21 100 53 6 97 24 96 49 80,0-0 | 4-8 | 2-5 | 6-8 | 7-9 | 8-8 | 4-4 | 5-7 | 0-4 | 2-9 | 5-5 | 9-9 | 5-9 | 0-2 | 0-9,9 6 6 24 49 49 6 24 6 6 97 80 24 9 6
39 4 87 32 42 98 47 66 31 56,9-9 | 4-9 | 0-4 | 1-9 | 1-3 | 1-5 | 9-9 | 0-8 | 7-8 | 9-9 | 6-6 | 1-6 | 6-8 | 6-9 | 9-9,56 31 4 4 4 4 56 4 31 56 47 4 31 31 56
69 99 41 64 22 64 70 67 91 89,2-8 | 2-6 | 3-3 | 2-5 | 3-9 | 1-7 | 2-3 | 3-6 | 1-3 | 3-9 | 3-9 | 2-9 | 5-9 | 5-6 | 3-7,22 22 64 22 22 22 41 22 41 22 22 22 64 64 22
44 96 38 45 57 18 95 96 53 48,5-6 | 4-7 | 5-6 | 9-9 | 3-3 | 7-9 | 4-7 | 8-9 | 9-9 | 2-7 | 7-9 | 0-8 | 4-7 | 7-7 | 0-7,18 18 18 48 45 48 18 48 48 18 48 18 18 96 18
20 44 92 52 30 100 3 58 97 59,9-9 | 2-4 | 5-5 | 1-8 | 2-3 | 3-5 | 1-5 | 2-5 | 7-7 | 1-7 | 4-6 | 1-6 | 9-9 | 8-9 | 6-8,59 30 100 3 52 30 30 30 58 3 3 3 59 59 3
40 53 20 91 66 39 50 88 81 15,7-9 | 0-0 | 0-9 | 9-9 | 3-5 | 6-6 | 2-3 | 0-6 | 7-9 | 7-7 | 1-5 | 2-9 | 8-8 | 2-4 | 8-8,15 40 15 15 39 50 20 20 15 88 20 15 81 20 81
25 88 37 57 75 14 98 83 79 26,5-8 | 9-9 | 3-9 | 8-9 | 0-2 | 9-9 | 2-4 | 5-7 | 1-2 | 1-5 | 2-7 | 7-7 | 8-9 | 7-9 | 2-5,14 26 14 26 25 26 37 14 37 14 14 83 26 26 14
53 80 82 36 49 85 37 21 27 12,4-4 | 4-6 | 3-7 | 5-9 | 9-9 | 9-9 | 9-9 | 2-4 | 0-2 | 6-8 | 5-8 | 8-8 | 5-9 | 0-3 | 8-9,49 37 21 12 12 12 12 36 53 21 21 27 12 36 12
19 23 50 26 69 66 1 36 10 48,5-5 | 4-8 | 0-0 | 5-6 | 7-9 | 9-9 | 5-8 | 9-9 | 0-3 | 9-9 | 0-2 | 0-6 | 7-8 | 2-6 | 8-9,66 1 19 1 10 48 1 48 19 48 19 1 10 1 10
84 88 74 36 81 33 75 90 76 30,8-8 | 6-9 | 8-9 | 9-9 | 2-7 | 6-8 | 3-9 | 6-8 | 8-9 | 8-9 | 0-6 | 4-7 | 4-7 | 2-8 | 5-8,76 30 30 30 33 75 30 75 30 30 33 33 33 33 33
81 13 82 22 35 98 4 47 20 44,5-6 | 4-6 | 5-5 | 8-9 | 3-3 | 0-8 | 4-4 | 0-8 | 4-6 | 2-9 | 3-9 | 8-8 | 9-9 | 0-7 | 6-9,4 4 98 20 22 4 35 4 4 4 4 20 44 4 4
94 51 75 62 40 20 49 41 60 85,6-8 | 3-5 | 0-8 | 1-4 | 6-7 | 1-4 | 8-8 | 7-9 | 9-9 | 9-9 | 5-7 | 7-8 | 7-7 | 0-5 | 4-8,41 20 20 40 41 40 60 41 85 85 20 41 41 20 20
73 4 5 37 72 68 7 2 59 23,7-9 | 7-8 | 7-8 | 2-3 | 5-5 | 2-9 | 3-4 | 8-8 | 5-7 | 3-3 | 8-9 | 9-9 | 2-4 | 3-9 | 5-5,2 2 2 5 68 2 37 59 2 37 23 23 5 2 68
56 93 5 32 97 48 37 75 10 99,7-7 | 7-9 | 5-7 | 9-9 | 2-4 | 6-7 | 4-5 | 8-8 | 3-7 | 9-9 | 2-3 | 3-6 | 5-7 | 2-7 | 2-2,75 10 37 99 5 37 48 10 32 99 5 32 37 5 5
39 61 17 47 69 49 74 1 23 38,6-9 | 5-7 | 2-4 | 4-5 | 8-9 | 1-5 | 4-5 | 9-9 | 8-8 | 6-7 | 8-9 | 1-6 | 6-9 | 6-7 | 8-8,1 1 17 49 23 17 49 38 23 1 23 17 1 1 23
38 21 92 40 1 54 72 19 73 89,3-7 | 2-4 | 8-9 | 6-7 | 3-5 | 7-7 | 7-9 | 6-9 | 5-9 | 3-8 | 8-8 | 6-9 | 5-7 | 9-9 | 9-9,1 1 73 19 1 19 19 19 19 1 73 19 19 89 89
61 84 98 52 34 59 62 26 92 81,2-4 | 5-5 | 6-8 | 3-5 | 4-5 | 9-9 | 4-9 | 2-2 | 6-7 | 7-8 | 7-7 | 5-7 | 4-6 | 6-8 | 0-6,34 59 26 34 34 81 26 98 26 26 26 26 34 26 34
100 97 95 26 28 55 40 6 28 72,0-2 | 2-5 | 8-9 | 9-9 | 6-9 | 9-9 | 8-8 | 6-7 | 5-8 | 2-8 | 3-9 | 8-8 | 0-9 | 7-8 | 7-7,95 26 28 72 6 72 28 6 6 6 6 28 6 6 6
89 98 64 74 72 4 91 63 29 19,9-9 | 7-7 | 5-6 | 4-6 | 2-7 | 2-4 | 8-9 | 4-4 | 4-6 | 9-9 | 7-7 | 9-9 | 9-9 | 3-3 | 9-9,19 63 4 4 4 64 19 72 4 19 63 19 19 74 19
8 9 72 89 73 89 1 30 84 90,3-4 | 0-0 | 0-3 | 7-7 | 4-4 | 8-9 | 0-2 | 5-9 | 6-9 | 3-4 | 5-7 | 9-9 | 8-9 | 3-8 | 8-9,73 8 8 30 73 84 8 1 1 73 1 90 84 1 84
91 95 5 5 85 2 85 75 76 16,2-8 | 5-9 | 4-5 | 9-9 | 9-9 | 5-5 | 1-6 | 8-8 | 6-6 | 8-8 | 7-8 | 8-8 | 8-8 | 8-8 | 0-1,2 2 2 16 16 2 2 76 85 76 75 76 76 76 91
15 78 88 27 50 39 92 48 30 65,4-7 | 1-5 | 2-9 | 6-7 | 0-1 | 9-9 | 4-8 | 3-8 | 2-2 | 0-2 | 1-8 | 2-2 | 8-9 | 1-5 | 6-7,39 27 27 48 15 65 30 27 88 15 27 88 30 27 48
68 92 37 3 14 87 6 7 19 65,1-3 | 3-5 | 7-7 | 4-8 | 8-9 | 7-9 | 6-8 | 8-8 | 1-5 | 7-8 | 6-9 | 2-7 | 5-5 | 8-8 | 8-9,3 3 7 6 19 7 6 19 3 7 6 3 87 19 19
7 50 94 33 78 25 9 77 89 48,6-9 | 0-6 | 1-2 | 6-8 | 4-8 | 5-6 | 5-5 | 5-7 | 2-9 | 4-9 | 6-9 | 7-7 | 8-8 | 5-6 | 2-9,9 7 50 9 9 9 25 9 9 9 9 77 89 9 9
43 85 16 13 43 52 70 72 64 43,2-9 | 5-6 | 3-3 | 9-9 | 1-2 | 3-6 | 5-5 | 1-1 | 3-7 | 2-4 | 8-9 | 3-6 | 0-2 | 9-9 | 4-6,13 52 13 43 16 13 52 85 13 13 43 13 16 43 43
92 40 34 56 80 5 55 90 25 32,2-8 | 7-9 | 3-3 | 2-7 | 0-1 | 2-6 | 4-5 | 2-5 | 3-7 | 2-3 | 6-6 | 6-9 | 7-8 | 3-6 | 1-6,5 25 56 5 40 5 5 5 5 34 55 25 25 5 5
54 44 79 19 41 21 12 17 1 86,5-6 | 7-7 | 9-9 | 2-6 | 4-6 | 1-3 | 0-0 | 5-8 | 1-4 | 4-7 | 0-5 | 8-8 | 7-9 | 1-1 | 1-1,12 17 86 12 12 19 54 1 19 12 19 1 1 44 44
