initial_array,operations,results
16 98 34 27 7 58 26 59 98 14,update-6-14 | update-7-68 | update-2-66 | update-9-48 | update-9-80 | update-2-18 | query-6-10 | query-3-7 | query-3-9 | update-6-77 | update-6-61 | update-10-85 | query-4-8 | update-9-51 | update-7-64,None None None None None None 465 234 519 None None None 397 None None
66 20 72 66 34 64 23 13 48 11,query-3-5 | query-5-7 | update-8-15 | update-3-43 | query-3-8 | query-1-10 | update-9-11 | query-8-9 | update-1-21 | update-9-73 | query-2-6 | update-8-2 | update-5-51 | query-6-8 | update-8-13,172 121 None None 330 475 None 87 None None 299 None None 117 None
89 99 14 88 83 81 62 50 99 29,update-10-21 | query-10-10 | query-10-10 | update-4-99 | query-1-1 | update-9-4 | query-2-6 | query-6-10 | update-1-71 | query-9-9 | query-3-9 | update-2-93 | update-1-41 | query-4-5 | update-10-16,None 50 50 None 89 None 464 346 None 103 580 None None 270 None
17 79 47 10 87 40 49 33 11 11,query-6-8 | update-3-88 | update-1-92 | update-3-3 | query-8-10 | update-2-29 | update-7-94 | update-9-59 | update-8-78 | update-6-66 | update-10-48 | query-9-9 | query-1-4 | update-7-92 | query-3-6,122 None None None 55 None None None None None None 70 365 None 341
28 27 20 57 3 42 97 66 66 12,update-9-51 | query-3-4 | query-5-8 | update-8-84 | query-7-7 | update-7-27 | query-6-8 | query-4-7 | query-6-7 | update-9-50 | query-7-10 | query-6-6 | update-3-40 | update-4-68 | update-9-41,None 77 208 None 97 None 316 226 166 None 453 42 None None None
80 94 61 34 9 28 42 34 71 60,update-1-86 | query-9-10 | query-9-10 | update-6-10 | update-1-87 | query-4-10 | update-4-79 | query-3-7 | update-10-71 | query-4-9 | query-3-4 | update-3-95 | update-9-62 | query-9-9 | query-9-10,None 131 131 None None 288 None 263 None 307 174 None None 133 264
85 91 78 59 32 54 25 49 52 78,update-1-24 | query-9-9 | query-9-10 | update-1-37 | query-3-9 | update-7-95 | query-3-6 | query-2-5 | update-10-28 | update-10-74 | update-2-70 | query-8-8 | query-4-6 | query-8-8 | update-4-91,None 52 130 None 349 None 223 260 None None None 49 145 49 None
3 12 92 18 45 83 44 65 74 17,query-7-8 | update-10-66 | update-8-77 | query-4-10 | query-6-10 | query-4-4 | update-6-84 | update-5-39 | update-6-31 | update-4-5 | update-8-15 | update-9-7 | query-9-9 | update-6-88 | query-10-10,109 None None 489 426 18 None None None None None None 81 None 83
48 79 53 96 29 19 5 74 41 78,update-9-76 | query-5-8 | query-6-6 | update-4-41 | query-2-4 | query-7-8 | query-4-5 | update-1-72 | query-6-8 | update-3-87 | update-10-50 | query-10-10 | update-4-19 | query-6-8 | update-2-97,None 127 19 None 269 79 166 None 98 None None 128 None 98 None
9 74 80 77 60 38 63 85 21 66,query-8-9 | query-1-6 | query-10-10 | query-2-10 | update-4-25 | query-4-10 | update-9-95 | query-6-6 | query-1-1 | query-3-3 | query-7-10 | update-7-66 | query-4-7 | query-10-10 | update-7-85,106 338 66 564 None 435 None 38 9 80 330 None 329 66 None
51 15 71 39 91 59 80 79 83 28,update-3-12 | update-9-6 | query-7-8 | query-2-9 | update-3-69 | query-9-9 | query-9-9 | update-10-69 | query-3-6 | query-10-10 | update-6-81 | update-7-82 | query-7-9 | query-6-10 | query-3-10,None None 159 535 None 89 89 None 341 97 None None 330 567 849
56 39 21 19 23 38 22 70 50 42,query-8-9 | query-1-4 | update-10-18 | update-5-98 | update-4-25 | query-4-8 | query-1-9 | query-3-10 | query-6-6 | query-6-8 | query-9-10 | query-9-9 | query-2-4 | update-2-57 | update-4-75,120 135 None None None 295 461 426 38 130 110 50 104 None None
98 84 81 55 42 70 52 9 49 32,query-5-6 | update-6-30 | query-1-5 | update-1-78 | query-6-6 | update-8-93 | query-8-9 | update-6-100 | query-5-7 | query-7-10 | query-9-10 | query-8-9 | update-9-15 | update-7-62 | update-7-62,112 None 360 None 100 None 151 None 294 235 81 151 None None None
87 55 9 80 91 13 100 16 13 35,query-7-7 | update-8-16 | query-4-6 | update-7-38 | query-7-10 | update-7-62 | query-1-10 | update-10-90 | query-7-7 | update-4-50 | query-10-10 | query-9-10 | query-6-7 | query-5-8 | query-9-9,100 None 184 None 218 None 615 None 200 None 125 138 213 336 13
57 28 7 90 15 95 71 27 94 60,query-2-10 | query-6-9 | query-1-6 | update-2-3 | update-3-50 | update-1-45 | query-6-9 | update-9-91 | query-1-7 | update-6-32 | query-5-8 | query-9-9 | query-5-10 | query-1-1 | update-8-2,487 287 292 None None None 287 None 461 None 240 185 485 102 None
37 30 54 30 11 54 94 42 42 10,update-10-54 | query-9-10 | query-5-5 | query-3-6 | update-4-100 | update-1-26 | query-1-7 | update-10-6 | query-2-2 | update-10-20 | query-6-10 | query-6-10 | query-8-8 | query-1-1 | query-2-9,None 106 11 149 None None 436 None 30 None 322 322 42 63 457
74 84 35 31 79 2 97 3 21 78,update-7-64 | update-5-11 | update-3-41 | query-10-10 | query-10-10 | update-5-11 | query-4-5 | query-10-10 | query-2-5 | query-4-4 | query-4-10 | query-10-10 | query-9-10 | update-3-46 | update-4-6,None None None 78 78 None 132 78 292 31 397 78 99 None None
64 65 6 79 85 37 98 24 81 68,update-8-90 | query-8-10 | query-2-3 | query-4-9 | update-10-26 | update-7-63 | update-4-57 | update-10-12 | update-5-74 | update-9-77 | query-8-8 | query-4-9 | query-10-10 | update-9-36 | update-7-24,None 263 71 494 None None None None None None 114 765 106 None None
27 99 31 51 83 92 25 85 40 27,update-2-29 | update-8-99 | query-4-10 | update-9-96 | query-10-10 | query-1-9 | update-1-24 | query-8-9 | query-4-9 | update-10-14 | update-9-34 | query-7-7 | update-4-99 | update-6-82 | update-8-96,None None 502 None 27 757 None 320 571 None None 25 None None None
8 10 28 92 67 11 40 1 40 69,update-3-80 | query-10-10 | query-9-9 | update-5-43 | update-2-80 | query-3-5 | query-9-10 | update-7-53 | update-10-99 | query-8-10 | query-8-9 | update-2-13 | query-7-9 | update-10-91 | update-4-11,None 69 40 None None 310 109 None None 209 41 None 134 None None
17 21 47 38 69 44 71 81 45 15,update-8-47 | update-3-91 | update-10-5 | update-10-97 | update-8-27 | query-1-6 | query-8-8 | query-8-10 | query-9-10 | update-3-49 | query-6-10 | update-4-30 | update-2-70 | query-9-10 | query-7-7,None None None None None 327 155 317 162 None 432 None None 162 71
18 26 57 19 74 80 94 17 7 49,query-4-8 | query-9-10 | update-7-48 | query-7-8 | update-2-37 | update-10-44 | update-1-29 | query-2-6 | update-5-62 | update-1-83 | update-7-63 | query-4-6 | query-10-10 | update-4-51 | update-3-58,284 56 None 159 None None None 293 None None None 235 93 None None
18 71 15 56 74 56 29 40 76 46,query-2-10 | update-9-87 | query-8-10 | update-1-32 | query-3-4 | update-2-32 | query-3-9 | update-10-30 | update-5-38 | query-7-8 | query-7-7 | update-8-23 | update-7-3 | update-7-70 | query-4-9,463 None 249 None 71 None 433 None None 69 29 None None None 552
37 34 99 34 71 53 38 46 66 4,update-6-26 | update-4-85 | update-1-29 | query-2-8 | update-3-92 | update-1-64 | query-7-7 | query-2-6 | query-7-10 | update-7-68 | query-6-8 | query-1-10 | update-5-55 | query-6-8 | update-9-50,None None None 486 None None 38 494 154 None 231 846 None 231 None
73 88 12 52 90 91 10 83 11 69,update-6-42 | query-7-9 | update-8-97 | query-4-10 | query-10-10 | query-8-9 | query-3-7 | query-6-9 | update-3-29 | query-5-7 | query-2-8 | query-6-8 | query-8-8 | update-5-7 | query-5-6,None 104 None 545 69 191 297 334 None 233 594 323 180 None 230
40 8 55 28 82 30 23 35 73 6,query-10-10 | update-4-3 | query-7-7 | query-6-8 | query-9-9 | query-8-8 | update-10-8 | query-2-4 | query-1-10 | query-3-3 | query-5-5 | update-7-86 | update-2-9 | query-1-5 | query-1-9,6 None 23 88 73 35 None 94 391 55 82 None None 225 472
1 56 92 87 73 34 20 40 88 85,update-4-51 | update-2-97 | update-4-75 | update-1-78 | update-8-89 | query-4-9 | query-4-5 | update-4-74 | query-9-9 | query-8-9 | query-1-9 | query-3-6 | query-8-8 | update-1-1 | update-3-44,None None None None None 557 286 None 88 217 955 486 129 None None
67 16 25 75 42 39 35 42 42 13,query-5-9 | query-9-10 | query-4-8 | query-7-8 | update-10-91 | update-10-51 | update-6-90 | query-6-7 | query-6-6 | query-10-10 | update-8-13 | query-8-8 | update-3-20 | update-2-19 | update-3-88,200 55 233 77 None None None 164 129 155 None 55 None None None
20 97 60 33 52 47 41 78 23 92,update-10-35 | query-4-10 | update-3-90 | query-8-9 | update-3-57 | update-4-90 | update-5-75 | query-10-10 | update-8-26 | update-9-5 | update-1-6 | update-1-60 | update-3-36 | query-9-9 | update-3-99,None 401 None 101 None None None 127 None None None None None 28 None
23 79 59 30 3 15 36 24 52 52,query-6-10 | update-10-56 | update-5-59 | update-8-36 | update-9-63 | update-9-97 | update-9-5 | update-10-9 | query-2-4 | query-2-3 | query-7-10 | query-5-10 | update-1-76 | query-5-7 | update-8-16,179 None None None None None None None 168 138 430 507 None 113 None
14 99 6 42 50 6 23 86 62 14,update-3-84 | update-7-62 | query-10-10 | update-6-32 | update-4-35 | query-2-4 | query-5-5 | update-7-46 | update-2-57 | update-7-15 | query-2-3 | query-9-9 | query-3-3 | query-1-1 | query-2-3,None None 14 None None 266 50 None None None 246 62 90 14 246
97 24 69 68 32 27 63 42 76 80,query-4-4 | query-9-9 | update-8-86 | update-2-75 | query-2-5 | query-8-8 | query-6-9 | update-4-23 | query-8-9 | update-8-79 | query-7-7 | query-6-7 | query-7-10 | query-9-9 | update-2-37,68 76 None None 268 128 294 None 204 None 63 90 426 76 None
16 13 32 68 49 6 46 27 21 86,update-5-54 | update-2-51 | query-3-8 | update-7-7 | query-3-6 | query-5-9 | update-7-46 | update-8-75 | update-1-35 | update-1-21 | update-8-77 | update-3-51 | update-7-44 | update-8-68 | query-4-6,None None 282 None 209 210 None None None None None None None None 177
72 92 52 82 100 86 88 49 76 75,query-2-2 | update-5-7 | update-5-38 | query-2-7 | query-8-9 | update-7-55 | query-1-4 | query-8-10 | update-2-41 | query-6-8 | query-7-7 | query-7-9 | update-9-86 | update-3-76 | update-10-64,92 None None 545 125 None 298 200 None 278 143 268 None None None
23 60 81 13 90 36 72 74 18 32,update-9-96 | update-5-52 | update-4-27 | query-6-8 | update-8-88 | update-7-52 | update-9-76 | query-10-10 | update-8-35 | query-6-7 | update-4-31 | query-10-10 | update-10-64 | update-9-78 | update-3-45,None None None 182 None None None 32 None 160 None 32 None None None
18 35 73 21 44 78 9 59 7 4,query-3-5 | query-5-6 | query-9-10 | query-5-9 | update-10-76 | query-9-10 | query-6-7 | query-3-6 | query-2-10 | update-1-67 | query-10-10 | query-4-4 | update-2-27 | update-8-40 | query-1-4,138 122 11 197 None 87 87 216 406 None 80 21 None None 241
38 43 88 54 56 26 35 49 28 85,query-8-8 | update-6-37 | update-3-93 | update-4-92 | update-7-7 | update-8-36 | update-6-88 | query-10-10 | query-7-7 | query-4-5 | update-3-91 | update-3-88 | update-10-44 | update-2-77 | update-7-91,49 None None None None None None 85 42 202 None None None None None
30 27 16 31 89 26 66 26 23 1,query-1-1 | query-3-5 | query-5-8 | update-1-28 | query-4-10 | query-10-10 | query-10-10 | query-7-10 | query-8-9 | query-5-5 | query-6-8 | update-6-63 | update-6-100 | query-5-5 | update-3-38,30 136 207 None 262 1 1 116 49 89 118 None None 89 None
41 83 100 1 48 57 25 8 3 99,query-8-9 | query-8-8 | query-2-8 | update-5-72 | query-3-4 | query-1-3 | update-5-1 | update-4-25 | query-5-8 | update-2-48 | query-7-7 | update-3-17 | query-2-2 | update-8-70 | update-8-72,11 8 322 None 101 224 None None 211 None 25 None 131 None None
59 15 10 97 2 60 77 67 84 93,update-3-65 | query-3-6 | query-8-10 | query-10-10 | update-7-42 | query-5-5 | query-6-9 | query-1-5 | query-8-9 | query-10-10 | update-7-79 | query-2-6 | update-1-77 | update-6-81 | query-2-6,None 234 244 93 None 2 330 248 151 93 None 249 None None 330
29 15 76 83 91 12 55 23 48 88,update-4-42 | update-8-68 | query-4-9 | update-10-55 | query-7-9 | query-7-8 | query-7-8 | query-5-5 | query-6-8 | query-10-10 | query-4-5 | query-8-10 | update-3-17 | query-4-4 | update-6-47,None None 422 None 194 146 146 91 158 143 216 282 None 125 None
83 19 45 7 3 78 36 59 53 49,query-5-5 | update-4-91 | update-6-70 | update-4-63 | query-5-6 | update-5-80 | query-1-3 | update-2-46 | update-4-76 | update-6-44 | update-7-35 | query-6-9 | query-5-8 | query-6-6 | update-6-54,3 None None None 151 None 147 None None None None 375 405 192 None
77 75 91 91 8 53 69 61 8 38,query-2-7 | update-2-84 | update-1-62 | update-10-61 | update-4-57 | update-5-36 | query-9-10 | update-6-83 | query-9-10 | update-9-98 | query-8-9 | update-6-74 | update-3-95 | query-10-10 | update-2-45,387 None None None None None 107 None 107 None 167 None None 99 None
34 86 29 17 5 89 7 37 63 13,query-7-8 | query-10-10 | query-8-9 | update-2-25 | query-10-10 | update-8-9 | update-3-30 | update-8-89 | update-6-6 | query-4-7 | update-3-14 | query-6-8 | query-1-8 | query-3-10 | update-7-70,44 13 100 None 13 None None None None 124 None 237 477 408 None
52 41 58 83 8 67 17 8 45 54,update-8-89 | update-4-58 | update-7-16 | query-10-10 | query-3-8 | update-3-96 | update-9-35 | query-10-10 | update-2-39 | update-10-93 | update-9-27 | query-3-6 | update-9-86 | update-10-31 | query-3-7,None None None 54 404 None None 54 None None None 370 None None 403
44 96 100 10 34 29 60 96 1 82,query-3-7 | query-5-5 | query-5-8 | update-2-59 | update-3-98 | query-1-8 | query-2-2 | query-5-9 | query-10-10 | query-1-6 | query-9-9 | update-4-11 | update-5-63 | update-1-76 | query-10-10,233 34 219 None None 626 155 220 82 470 1 None None None 82
70 13 80 12 77 20 27 38 28 72,update-6-41 | query-2-6 | update-3-84 | query-4-7 | query-8-9 | query-2-7 | update-5-94 | query-4-6 | query-7-8 | update-9-53 | update-10-31 | update-2-48 | update-6-12 | update-5-57 | query-10-10,None 243 None 177 66 354 None 244 65 None None None None None 103
53 34 36 82 29 46 93 40 92 73,update-2-19 | update-9-1 | query-9-10 | update-8-68 | query-10-10 | query-5-10 | query-3-9 | query-5-7 | query-1-9 | query-4-10 | query-10-10 | query-6-10 | update-5-57 | query-5-10 | query-6-6,None None 166 None 73 442 487 168 593 524 73 413 None 499 46
74 55 69 36 99 31 1 38 79 43,query-8-9 | query-2-4 | update-7-46 | query-8-9 | query-1-9 | update-6-32 | update-3-89 | query-10-10 | query-2-2 | query-1-3 | query-8-8 | query-3-6 | update-1-22 | update-5-4 | update-8-86,117 160 None 117 528 None None 43 55 287 38 356 None None None
96 53 97 27 61 9 47 60 68 70,query-3-8 | update-8-89 | update-1-92 | update-9-78 | update-5-45 | update-6-70 | query-8-8 | query-5-10 | query-4-6 | update-10-86 | query-3-4 | query-9-10 | query-2-2 | update-2-82 | update-6-53,301 None None None None None 149 597 212 None 124 302 53 None None
52 12 4 16 92 98 81 96 51 4,query-9-9 | update-1-46 | query-4-4 | query-9-9 | update-10-81 | update-5-18 | query-6-9 | update-9-10 | update-4-26 | update-7-59 | query-7-8 | query-4-5 | update-1-8 | query-10-10 | query-4-10,51 None 16 51 None None 326 None None None 236 152 None 85 632
28 99 56 100 20 72 51 22 63 33,query-6-9 | query-4-5 | query-10-10 | update-6-31 | query-6-9 | query-5-10 | update-10-74 | update-10-9 | update-9-45 | update-4-94 | update-2-69 | query-1-8 | update-7-24 | update-1-75 | query-1-4,208 120 33 None 239 292 None None None None None 642 None None 521
9 1 11 86 55 37 67 36 57 32,update-5-100 | query-6-8 | update-7-88 | update-2-6 | query-5-9 | update-2-15 | update-1-8 | update-5-32 | query-5-7 | update-1-21 | query-9-10 | update-2-73 | update-3-81 | update-4-31 | query-3-4,None 140 None None 440 None None None 379 None 89 None None None 209
55 60 21 53 89 70 29 10 28 36,update-8-68 | update-9-28 | update-4-61 | query-6-9 | query-10-10 | query-4-6 | update-5-55 | query-3-8 | query-8-9 | update-1-43 | update-4-19 | query-1-4 | update-6-64 | query-10-10 | update-1-16,None None None 233 36 273 None 456 134 None None 312 None 36 None
67 87 37 39 14 75 39 1 18 41,update-4-63 | query-8-8 | update-1-4 | update-1-62 | query-1-1 | query-5-8 | query-9-9 | update-3-8 | update-2-65 | update-3-72 | update-1-31 | update-1-96 | query-1-3 | update-3-15 | update-7-49,None 1 None None 133 129 18 None None None None None 529 None None
40 71 15 88 63 80 51 48 29 9,update-7-35 | update-4-91 | query-4-8 | query-6-6 | query-10-10 | update-6-64 | update-10-78 | query-3-4 | query-7-7 | query-2-10 | query-8-8 | query-4-5 | update-2-83 | update-1-100 | query-3-8,None None 456 80 9 None None 194 86 722 48 242 None None 535
48 35 64 68 95 79 38 15 33 91,update-5-40 | query-4-4 | query-10-10 | update-7-98 | query-9-9 | query-5-8 | query-8-9 | query-5-8 | query-6-9 | update-7-12 | query-3-4 | query-5-7 | query-1-9 | query-2-10 | query-4-9,None 68 91 None 33 365 48 365 263 None 132 362 625 668 478
34 52 45 98 51 79 25 13 34 77,update-6-33 | query-5-9 | query-5-6 | query-6-10 | query-3-5 | update-5-93 | update-7-79 | update-5-10 | query-10-10 | query-6-6 | query-9-10 | query-7-7 | update-6-99 | query-7-10 | query-2-9,None 235 163 261 194 None None None 77 112 111 104 None 228 711
93 3 50 50 33 64 98 66 26 43,query-10-10 | query-7-8 | query-9-10 | query-6-6 | update-4-87 | query-8-8 | query-9-10 | update-2-81 | query-4-6 | update-6-36 | query-2-5 | update-10-44 | query-10-10 | update-2-47 | update-5-65,43 164 69 64 None 66 69 None 234 None 304 None 87 None None
7 18 10 56 67 77 74 34 71 32,update-6-39 | query-7-10 | update-4-32 | query-2-5 | query-2-8 | update-7-62 | query-9-9 | query-8-8 | query-6-6 | query-10-10 | query-6-8 | update-10-84 | update-7-72 | update-6-9 | query-10-10,None 211 None 183 407 None 71 34 116 32 286 None None None 116
25 46 35 57 6 96 4 30 77 93,query-5-7 | query-8-9 | update-5-90 | query-4-9 | update-5-61 | query-5-6 | query-2-10 | query-7-7 | update-7-57 | update-7-16 | query-5-8 | update-7-85 | query-9-10 | query-9-10 | update-7-24,106 107 None 360 None 253 595 4 None None 360 None 170 170 None
18 88 40 83 59 45 58 32 37 28,update-2-5 | update-4-93 | update-2-79 | update-4-81 | query-9-10 | query-8-8 | query-9-10 | query-7-7 | update-6-27 | update-10-41 | query-5-7 | update-8-56 | query-10-10 | update-5-49 | update-5-91,None None None None 65 32 65 58 None None 189 None 69 None None
33 40 36 25 32 49 68 21 3 20,update-3-69 | query-9-10 | update-4-15 | query-6-7 | update-5-29 | update-10-95 | update-1-93 | update-9-64 | update-10-31 | query-1-9 | query-4-10 | update-4-75 | query-3-5 | query-1-8 | update-6-74,None 23 None 117 None None None None None 577 452 None 281 585 None
36 24 15 14 26 54 65 99 42 4,query-1-1 | query-7-9 | query-5-5 | update-8-34 | update-1-25 | query-8-10 | update-9-23 | update-2-28 | update-5-33 | update-7-53 | query-9-10 | update-1-21 | query-5-5 | update-8-49 | update-8-91,36 206 26 None None 179 None None None None 69 None 59 None None
71 54 18 18 84 79 76 15 65 10,query-5-6 | update-1-12 | update-6-19 | query-5-6 | query-6-9 | query-8-9 | update-8-74 | query-8-8 | update-9-22 | query-6-6 | query-5-10 | update-3-13 | query-10-10 | update-7-53 | update-7-35,163 None None 182 254 80 None 89 None 98 444 None 10 None None
85 45 96 73 14 38 80 38 42 98,query-6-7 | update-1-18 | update-6-49 | query-3-3 | update-1-28 | query-8-10 | query-5-9 | update-4-34 | update-9-61 | query-10-10 | query-4-4 | query-7-9 | query-4-10 | query-5-8 | query-8-9,118 None None 96 None 178 261 None None 98 107 221 527 219 141
