nodes,edges,start_node,distances,intermediate_steps
10,1-3-37 3-1-37 3-7-93 7-3-93 5-9-26 9-5-26 9-3-80 3-9-80 2-6-21 6-2-21 7-4-60 4-7-60 6-5-100 5-6-100 8-1-51 1-8-51 6-7-69 7-6-69 5-9-1 9-5-1 4-3-81 3-4-81 3-5-44 5-3-44 7-9-65 9-7-65 6-5-72 5-6-72 0-2-80 2-0-80,4,230 118 150 81 0 125 129 60 169 125,4-0 | 7-60 | 3-81 | 1-118 | 5-125 | 9-125 | 6-129 | 2-150 | 8-169 | 0-230
10,8-3-88 3-8-88 2-7-4 7-2-4 9-2-9 2-9-9 7-3-20 3-7-20 4-9-68 9-4-68 7-5-42 5-7-42 1-4-45 4-1-45 7-8-73 8-7-73 1-0-100 0-1-100 2-7-14 7-2-14 9-8-8 8-9-8 0-6-56 6-0-56 1-4-32 4-1-32 0-9-43 9-0-43 3-9-38 9-3-38,6,56 156 108 132 167 154 0 112 107 99,6-0 | 0-56 | 9-99 | 8-107 | 2-108 | 7-112 | 3-132 | 5-154 | 1-156 | 4-167
10,1-2-91 2-1-91 1-3-85 3-1-85 7-9-59 9-7-59 2-9-7 9-2-7 8-9-25 9-8-25 8-1-67 1-8-67 1-0-74 0-1-74 3-4-19 4-3-19 0-2-60 2-0-60 7-9-72 9-7-72 9-8-68 8-9-68 4-2-39 2-4-39 8-1-79 1-8-79 4-2-84 2-4-84 7-1-95 1-7-95,8,92 67 32 90 71 inf inf 84 0 25,8-0 | 9-25 | 2-32 | 1-67 | 4-71 | 7-84 | 3-90 | 0-92
10,3-2-37 2-3-37 5-1-34 1-5-34 5-7-62 7-5-62 8-3-86 3-8-86 0-6-5 6-0-5 2-3-73 3-2-73 4-7-30 7-4-30 1-8-54 8-1-54 1-2-3 2-1-3 9-7-83 7-9-83 6-5-87 5-6-87 8-6-97 6-8-97 8-3-30 3-8-30 6-2-79 2-6-79 2-4-37 4-2-37,0,0 87 84 121 121 92 5 151 102 234,0-0 | 6-5 | 2-84 | 1-87 | 5-92 | 8-102 | 3-121 | 4-121 | 7-151 | 9-234
10,7-6-60 6-7-60 4-7-19 7-4-19 1-3-60 3-1-60 4-9-89 9-4-89 9-2-4 2-9-4 6-7-78 7-6-78 7-3-21 3-7-21 7-9-77 9-7-77 7-5-35 5-7-35 6-2-55 2-6-55 2-8-54 8-2-54 5-3-9 3-5-9 6-3-45 3-6-45 1-3-81 3-1-81 9-5-2 5-9-2,8,inf 129 54 69 109 60 109 90 0 58,8-0 | 2-54 | 9-58 | 5-60 | 3-69 | 7-90 | 4-109 | 6-109 | 1-129
10,9-1-81 1-9-81 6-5-30 5-6-30 7-5-34 5-7-34 5-6-41 6-5-41 1-4-51 4-1-51 1-4-80 4-1-80 2-4-52 4-2-52 7-4-72 4-7-72 6-3-65 3-6-65 7-4-41 4-7-41 6-9-100 9-6-100 7-0-6 0-7-6 6-7-10 7-6-10 0-7-8 7-0-8 6-7-18 7-6-18,0,0 98 99 81 47 40 16 6 inf 116,0-0 | 7-6 | 6-16 | 5-40 | 4-47 | 3-81 | 1-98 | 2-99 | 9-116
10,0-1-85 1-0-85 7-5-63 5-7-63 8-0-1 0-8-1 9-7-31 7-9-31 5-8-31 8-5-31 3-1-54 1-3-54 5-1-47 1-5-47 5-7-59 7-5-59 2-5-17 5-2-17 7-2-35 2-7-35 6-8-34 8-6-34 5-9-49 9-5-49 9-2-30 2-9-30 1-5-41 5-1-41 7-3-4 3-7-4,5,32 41 17 56 inf 0 65 52 31 47,5-0 | 2-17 | 8-31 | 0-32 | 1-41 | 9-47 | 7-52 | 3-56 | 6-65
10,8-1-98 1-8-98 8-3-21 3-8-21 2-8-40 8-2-40 9-7-66 7-9-66 6-7-34 7-6-34 8-6-11 6-8-11 2-6-21 6-2-21 5-3-40 3-5-40 3-7-27 7-3-27 5-0-62 0-5-62 8-0-69 0-8-69 6-5-33 5-6-33 0-3-34 3-0-34 3-9-49 9-3-49 7-0-57 0-7-57,6,66 109 21 32 inf 33 0 34 11 81,6-0 | 8-11 | 2-21 | 3-32 | 5-33 | 7-34 | 0-66 | 9-81 | 1-109
10,6-2-52 2-6-52 2-5-12 5-2-12 0-9-36 9-0-36 3-5-42 5-3-42 9-6-7 6-9-7 8-3-52 3-8-52 8-0-43 0-8-43 8-0-88 0-8-88 8-5-6 5-8-6 0-1-70 1-0-70 5-9-86 9-5-86 4-2-43 2-4-43 7-3-82 3-7-82 3-9-89 9-3-89 6-0-96 0-6-96,8,43 113 18 48 61 6 70 130 0 77,8-0 | 5-6 | 2-18 | 0-43 | 3-48 | 4-61 | 6-70 | 9-77 | 1-113 | 7-130
10,0-5-72 5-0-72 4-1-49 1-4-49 7-3-28 3-7-28 3-1-72 1-3-72 0-7-94 7-0-94 9-2-8 2-9-8 8-2-76 2-8-76 9-6-100 6-9-100 4-5-14 5-4-14 3-2-17 2-3-17 4-5-59 5-4-59 6-5-57 5-6-57 6-5-43 5-6-43 5-9-68 9-5-68 6-4-85 4-6-85,1,135 0 89 72 49 63 106 100 165 97,1-0 | 4-49 | 5-63 | 3-72 | 2-89 | 9-97 | 7-100 | 6-106 | 0-135 | 8-165
10,7-2-72 2-7-72 7-8-52 8-7-52 8-4-52 4-8-52 8-6-82 6-8-82 7-1-30 1-7-30 6-4-64 4-6-64 5-7-45 7-5-45 1-6-79 6-1-79 1-5-97 5-1-97 3-1-24 1-3-24 1-5-47 5-1-47 9-0-74 0-9-74 2-1-33 1-2-33 0-5-37 5-0-37 6-2-88 2-6-88,9,74 158 191 182 260 111 237 156 208 0,9-0 | 0-74 | 5-111 | 7-156 | 1-158 | 3-182 | 2-191 | 8-208 | 6-237 | 4-260
10,3-0-33 0-3-33 7-5-45 5-7-45 2-7-25 7-2-25 7-8-36 8-7-36 7-2-93 2-7-93 1-3-55 3-1-55 1-7-5 7-1-5 0-7-76 7-0-76 3-9-19 9-3-19 5-3-78 3-5-78 4-1-17 1-4-17 9-8-53 8-9-53 5-7-86 7-5-86 2-0-78 0-2-78 9-6-23 6-9-23,7,76 5 25 60 22 45 102 0 36 79,7-0 | 1-5 | 4-22 | 2-25 | 8-36 | 5-45 | 3-60 | 0-76 | 9-79 | 6-102
10,6-9-30 9-6-30 0-4-97 4-0-97 9-4-13 4-9-13 5-3-32 3-5-32 4-0-87 0-4-87 2-3-94 3-2-94 3-8-29 8-3-29 2-1-32 1-2-32 4-9-19 9-4-19 2-4-98 4-2-98 9-6-76 6-9-76 9-1-3 1-9-3 8-4-32 4-8-32 0-7-90 7-0-90 9-2-6 2-9-6,8,119 48 51 29 32 61 75 209 0 45,8-0 | 3-29 | 4-32 | 9-45 | 1-48 | 2-51 | 5-61 | 6-75 | 0-119 | 7-209
10,5-2-71 2-5-71 7-2-88 2-7-88 6-2-41 2-6-41 5-1-42 1-5-42 7-2-21 2-7-21 9-3-47 3-9-47 7-1-84 1-7-84 5-8-88 8-5-88 7-2-72 2-7-72 8-1-91 1-8-91 9-3-73 3-9-73 0-3-78 3-0-78 5-2-51 2-5-51 2-0-79 0-2-79 9-1-49 1-9-49,5,130 42 51 138 inf 0 92 72 88 91,5-0 | 1-42 | 2-51 | 7-72 | 8-88 | 9-91 | 6-92 | 0-130 | 3-138
10,5-4-17 4-5-17 4-5-25 5-4-25 2-0-9 0-2-9 9-8-55 8-9-55 7-9-6 9-7-6 3-7-4 7-3-4 9-8-72 8-9-72 3-9-17 9-3-17 8-5-47 5-8-47 8-2-32 2-8-32 4-5-53 5-4-53 1-3-76 3-1-76 7-5-56 5-7-56 8-2-42 2-8-42 0-1-53 1-0-53,2,9 62 0 97 96 79 inf 93 32 87,2-0 | 0-9 | 8-32 | 1-62 | 5-79 | 9-87 | 7-93 | 4-96 | 3-97
10,2-3-69 3-2-69 9-3-1 3-9-1 3-6-87 6-3-87 8-9-92 9-8-92 8-7-59 7-8-59 1-4-11 4-1-11 1-0-18 0-1-18 9-3-94 3-9-94 3-4-12 4-3-12 7-4-21 4-7-21 7-8-46 8-7-46 6-2-11 2-6-11 3-8-39 8-3-39 3-2-41 2-3-41 2-8-80 8-2-80,0,0 18 82 41 29 inf 93 50 80 42,0-0 | 1-18 | 4-29 | 3-41 | 9-42 | 7-50 | 8-80 | 2-82 | 6-93
10,9-8-55 8-9-55 2-6-74 6-2-74 1-7-96 7-1-96 9-0-29 0-9-29 9-2-8 2-9-8 1-6-20 6-1-20 9-2-12 2-9-12 1-4-42 4-1-42 2-5-88 5-2-88 3-9-87 9-3-87 6-7-71 7-6-71 3-0-46 0-3-46 4-2-75 2-4-75 2-9-5 9-2-5 1-5-55 5-1-55,6,108 20 74 154 62 75 0 71 134 79,6-0 | 1-20 | 4-62 | 7-71 | 2-74 | 5-75 | 9-79 | 0-108 | 8-134 | 3-154
10,7-9-50 9-7-50 9-7-77 7-9-77 6-5-52 5-6-52 1-8-15 8-1-15 1-6-86 6-1-86 1-8-25 8-1-25 5-0-41 0-5-41 2-1-29 1-2-29 0-4-13 4-0-13 6-3-56 3-6-56 2-6-30 6-2-30 0-1-18 1-0-18 7-8-69 8-7-69 4-3-14 3-4-14 2-9-83 9-2-83,4,13 31 60 14 0 54 70 115 46 143,4-0 | 0-13 | 3-14 | 1-31 | 8-46 | 5-54 | 2-60 | 6-70 | 7-115 | 9-143
10,4-6-73 6-4-73 9-5-43 5-9-43 7-4-29 4-7-29 3-7-91 7-3-91 4-2-87 2-4-87 5-9-76 9-5-76 1-2-50 2-1-50 7-3-17 3-7-17 5-7-47 7-5-47 0-3-47 3-0-47 8-4-6 4-8-6 7-2-95 2-7-95 9-6-40 6-9-40 1-3-19 3-1-19 5-1-63 1-5-63,9,154 106 156 107 113 43 40 90 119 0,9-0 | 6-40 | 5-43 | 7-90 | 1-106 | 3-107 | 4-113 | 8-119 | 0-154 | 2-156
10,8-9-13 9-8-13 0-8-85 8-0-85 2-8-83 8-2-83 5-1-45 1-5-45 7-6-12 6-7-12 6-3-87 3-6-87 3-0-87 0-3-87 8-1-64 1-8-64 9-6-95 6-9-95 3-4-24 4-3-24 3-0-79 0-3-79 9-7-26 7-9-26 8-0-99 0-8-99 7-3-50 3-7-50 0-8-10 8-0-10,0,0 74 93 79 103 119 61 49 10 23,0-0 | 8-10 | 9-23 | 7-49 | 6-61 | 1-74 | 3-79 | 2-93 | 4-103 | 5-119
10,5-0-2 0-5-2 7-8-44 8-7-44 9-7-59 7-9-59 3-1-43 1-3-43 8-5-59 5-8-59 7-4-34 4-7-34 9-6-83 6-9-83 8-5-42 5-8-42 2-3-43 3-2-43 8-7-70 7-8-70 1-7-42 7-1-42 1-2-24 2-1-24 2-3-10 3-2-10 8-6-7 6-8-7 2-4-24 4-2-24,6,51 93 109 119 85 49 0 51 7 83,6-0 | 8-7 | 5-49 | 0-51 | 7-51 | 9-83 | 4-85 | 1-93 | 2-109 | 3-119
10,1-3-71 3-1-71 8-6-71 6-8-71 9-6-60 6-9-60 3-8-43 8-3-43 1-7-59 7-1-59 9-4-99 4-9-99 1-5-29 5-1-29 5-7-32 7-5-32 7-5-64 5-7-64 4-3-25 3-4-25 4-6-59 6-4-59 8-5-26 5-8-26 3-2-14 2-3-14 9-5-97 5-9-97 4-1-11 1-4-11,5,inf 29 79 65 40 0 97 32 26 97,5-0 | 8-26 | 1-29 | 7-32 | 4-40 | 3-65 | 2-79 | 6-97 | 9-97
10,5-8-51 8-5-51 6-1-3 1-6-3 6-8-39 8-6-39 0-3-54 3-0-54 7-8-92 8-7-92 2-8-94 8-2-94 6-7-51 7-6-51 5-8-47 8-5-47 7-2-69 2-7-69 6-1-62 1-6-62 7-3-52 3-7-52 9-6-33 6-9-33 4-8-10 8-4-10 3-0-34 0-3-34 8-4-2 4-8-2,6,137 3 120 103 41 86 0 51 39 33,6-0 | 1-3 | 9-33 | 8-39 | 4-41 | 7-51 | 5-86 | 3-103 | 2-120 | 0-137
10,0-7-14 7-0-14 4-1-76 1-4-76 5-0-47 0-5-47 9-6-95 6-9-95 3-4-10 4-3-10 8-5-10 5-8-10 3-7-35 7-3-35 6-3-43 3-6-43 7-1-25 1-7-25 8-0-2 0-8-2 0-9-5 9-0-5 7-5-67 5-7-67 0-6-87 6-0-87 1-3-54 3-1-54 7-1-9 1-7-9,0,0 23 inf 49 59 12 87 14 2 5,0-0 | 8-2 | 9-5 | 5-12 | 7-14 | 1-23 | 3-49 | 4-59 | 6-87
10,8-7-59 7-8-59 1-6-10 6-1-10 2-3-54 3-2-54 1-5-2 5-1-2 2-7-38 7-2-38 9-7-32 7-9-32 1-4-21 4-1-21 5-3-75 3-5-75 9-8-41 8-9-41 8-0-25 0-8-25 0-6-29 6-0-29 7-5-63 5-7-63 4-1-22 1-4-22 6-3-95 3-6-95 6-1-74 1-6-74,2,122 103 0 54 124 101 113 38 97 70,2-0 | 7-38 | 3-54 | 9-70 | 8-97 | 5-101 | 1-103 | 6-113 | 0-122 | 4-124
10,9-8-41 8-9-41 5-6-27 6-5-27 2-8-46 8-2-46 2-8-55 8-2-55 3-5-33 5-3-33 3-7-44 7-3-44 5-1-70 1-5-70 1-3-19 3-1-19 7-2-58 2-7-58 1-9-85 9-1-85 0-1-26 1-0-26 2-0-44 0-2-44 2-1-33 1-2-33 8-9-6 9-8-6 2-6-38 6-2-38,9,96 85 52 104 inf 117 90 110 6 0,9-0 | 8-6 | 2-52 | 1-85 | 6-90 | 0-96 | 3-104 | 7-110 | 5-117
10,5-6-7 6-5-7 8-2-66 2-8-66 5-8-30 8-5-30 1-3-14 3-1-14 4-5-40 5-4-40 9-0-61 0-9-61 0-2-99 2-0-99 7-5-38 5-7-38 1-6-23 6-1-23 9-6-28 6-9-28 2-5-35 5-2-35 4-8-2 8-4-2 1-0-9 0-1-9 6-5-90 5-6-90 2-8-28 8-2-28,4,71 62 30 76 0 32 39 70 2 67,4-0 | 8-2 | 2-30 | 5-32 | 6-39 | 1-62 | 9-67 | 7-70 | 0-71 | 3-76
10,3-4-86 4-3-86 7-0-6 0-7-6 8-0-10 0-8-10 3-7-73 7-3-73 0-7-48 7-0-48 1-2-86 2-1-86 1-7-90 7-1-90 7-8-87 8-7-87 5-1-67 1-5-67 7-5-58 5-7-58 7-2-25 2-7-25 0-4-1 4-0-1 4-0-24 0-4-24 5-8-51 8-5-51 8-9-7 9-8-7,4,1 97 32 80 0 62 inf 7 11 18,4-0 | 0-1 | 7-7 | 8-11 | 9-18 | 2-32 | 5-62 | 3-80 | 1-97
10,4-8-49 8-4-49 4-5-17 5-4-17 7-3-48 3-7-48 7-5-94 5-7-94 8-7-83 7-8-83 6-7-42 7-6-42 8-9-40 9-8-40 7-2-86 2-7-86 0-2-3 2-0-3 7-4-93 4-7-93 4-1-62 1-4-62 4-6-12 6-4-12 7-8-32 8-7-32 0-1-55 1-0-55 4-9-75 9-4-75,3,137 164 134 0 102 119 90 48 80 120,3-0 | 7-48 | 8-80 | 6-90 | 4-102 | 5-119 | 9-120 | 2-134 | 0-137 | 1-164
10,2-6-45 6-2-45 9-1-85 1-9-85 5-0-56 0-5-56 3-4-92 4-3-92 8-6-81 6-8-81 8-5-12 5-8-12 7-5-97 5-7-97 8-7-97 7-8-97 9-2-41 2-9-41 2-3-63 3-2-63 1-8-94 8-1-94 5-9-1 9-5-1 8-0-77 0-8-77 0-4-41 4-0-41 9-8-73 8-9-73,8,68 94 54 117 109 12 81 97 0 13,8-0 | 5-12 | 9-13 | 2-54 | 0-68 | 6-81 | 1-94 | 7-97 | 4-109 | 3-117
10,8-0-4 0-8-4 7-3-25 3-7-25 6-7-90 7-6-90 1-6-47 6-1-47 3-0-67 0-3-67 8-9-97 9-8-97 0-7-62 7-0-62 8-0-69 0-8-69 4-7-75 7-4-75 2-9-97 9-2-97 5-7-50 7-5-50 2-3-91 3-2-91 6-1-100 1-6-100 3-8-34 8-3-34 6-1-76 1-6-76,9,101 293 97 131 231 206 246 156 97 0,9-0 | 2-97 | 8-97 | 0-101 | 3-131 | 7-156 | 5-206 | 4-231 | 6-246 | 1-293
10,2-9-56 9-2-56 6-5-35 5-6-35 4-1-73 1-4-73 3-5-63 5-3-63 5-3-67 3-5-67 1-9-78 9-1-78 4-9-3 9-4-3 3-2-91 2-3-91 0-2-33 2-0-33 2-1-78 1-2-78 1-8-25 8-1-25 8-6-64 6-8-64 8-7-82 7-8-82 8-7-58 7-8-58 8-3-82 3-8-82,8,136 25 103 82 98 99 64 58 0 101,8-0 | 1-25 | 7-58 | 6-64 | 3-82 | 4-98 | 5-99 | 9-101 | 2-103 | 0-136
10,1-5-78 5-1-78 9-0-87 0-9-87 7-8-55 8-7-55 8-7-20 7-8-20 3-9-12 9-3-12 7-1-71 1-7-71 3-9-49 9-3-49 9-7-5 7-9-5 3-9-72 9-3-72 1-9-63 9-1-63 6-5-59 5-6-59 8-3-52 3-8-52 4-8-37 8-4-37 2-4-20 4-2-20 9-0-24 0-9-24,9,24 63 82 12 62 141 200 5 25 0,9-0 | 7-5 | 3-12 | 0-24 | 8-25 | 4-62 | 1-63 | 2-82 | 5-141 | 6-200
10,5-1-66 1-5-66 8-9-7 9-8-7 9-6-89 6-9-89 4-3-46 3-4-46 0-1-58 1-0-58 5-1-27 1-5-27 9-3-86 3-9-86 0-8-77 8-0-77 5-9-4 9-5-4 5-4-2 4-5-2 8-3-84 3-8-84 3-0-28 0-3-28 4-8-58 8-4-58 7-4-88 4-7-88 6-3-52 3-6-52,3,28 75 inf 0 46 48 52 134 59 52,3-0 | 0-28 | 4-46 | 5-48 | 6-52 | 9-52 | 8-59 | 1-75 | 7-134
10,6-1-12 1-6-12 0-3-40 3-0-40 1-9-2 9-1-2 8-4-51 4-8-51 4-1-70 1-4-70 6-0-38 0-6-38 3-2-21 2-3-21 8-2-33 2-8-33 3-6-3 6-3-3 7-8-15 8-7-15 1-7-80 7-1-80 3-0-73 0-3-73 4-7-66 7-4-66 0-7-32 7-0-32 7-1-26 1-7-26,3,40 15 21 0 85 inf 3 41 54 17,3-0 | 6-3 | 1-15 | 9-17 | 2-21 | 0-40 | 7-41 | 8-54 | 4-85
10,5-6-72 6-5-72 5-3-29 3-5-29 6-7-6 7-6-6 7-6-68 6-7-68 9-7-23 7-9-23 3-2-49 2-3-49 3-7-77 7-3-77 9-8-49 8-9-49 8-2-30 2-8-30 1-3-1 3-1-1 3-5-26 5-3-26 0-1-52 1-0-52 0-2-45 2-0-45 8-2-1 2-8-1 4-5-54 5-4-54,1,52 0 50 1 81 27 84 78 51 100,1-0 | 3-1 | 5-27 | 2-50 | 8-51 | 0-52 | 7-78 | 4-81 | 6-84 | 9-100
10,5-1-94 1-5-94 7-6-46 6-7-46 2-3-77 3-2-77 3-0-12 0-3-12 6-2-16 2-6-16 7-0-15 0-7-15 5-9-21 9-5-21 8-1-50 1-8-50 4-8-78 8-4-78 3-0-1 0-3-1 6-4-17 4-6-17 2-7-75 7-2-75 0-5-68 5-0-68 9-8-67 8-9-67 6-2-83 2-6-83,8,156 50 111 157 78 88 95 141 0 67,8-0 | 1-50 | 9-67 | 4-78 | 5-88 | 6-95 | 2-111 | 7-141 | 0-156 | 3-157
10,8-9-79 9-8-79 8-4-78 4-8-78 8-0-57 0-8-57 2-9-5 9-2-5 3-5-88 5-3-88 2-8-12 8-2-12 9-4-72 4-9-72 6-5-85 5-6-85 9-0-14 0-9-14 1-6-96 6-1-96 9-4-73 4-9-73 9-7-87 7-9-87 2-9-9 9-2-9 4-6-82 6-4-82 9-6-100 6-9-100,7,101 283 92 360 159 272 187 0 104 87,7-0 | 9-87 | 2-92 | 0-101 | 8-104 | 4-159 | 6-187 | 5-272 | 1-283 | 3-360
10,1-3-36 3-1-36 3-9-44 9-3-44 1-0-16 0-1-16 6-1-55 1-6-55 7-1-16 1-7-16 9-7-24 7-9-24 6-2-36 2-6-36 9-8-31 8-9-31 8-7-78 7-8-78 6-1-37 1-6-37 4-0-7 0-4-7 3-6-32 6-3-32 9-3-100 3-9-100 2-6-49 6-2-49 5-9-13 9-5-13,6,53 37 36 32 60 89 0 53 107 76,6-0 | 3-32 | 2-36 | 1-37 | 0-53 | 7-53 | 4-60 | 9-76 | 5-89 | 8-107
10,1-0-2 0-1-2 0-9-48 9-0-48 3-2-41 2-3-41 9-0-6 0-9-6 0-3-3 3-0-3 5-3-36 3-5-36 3-2-8 2-3-8 5-6-11 6-5-11 9-0-81 0-9-81 4-0-23 0-4-23 7-5-6 5-7-6 2-9-34 9-2-34 1-6-76 6-1-76 2-0-99 0-2-99 8-2-6 2-8-6,4,23 25 34 26 0 62 73 68 40 29,4-0 | 0-23 | 1-25 | 3-26 | 9-29 | 2-34 | 8-40 | 5-62 | 7-68 | 6-73
10,2-8-75 8-2-75 0-8-76 8-0-76 7-6-51 6-7-51 2-1-64 1-2-64 0-5-74 5-0-74 7-8-3 8-7-3 1-6-8 6-1-8 6-4-97 4-6-97 8-3-24 3-8-24 3-4-82 4-3-82 6-1-39 1-6-39 1-0-67 0-1-67 9-1-22 1-9-22 8-2-33 2-8-33 1-4-24 4-1-24,6,75 8 72 78 32 149 0 51 54 30,6-0 | 1-8 | 9-30 | 4-32 | 7-51 | 8-54 | 2-72 | 0-75 | 3-78 | 5-149
10,2-6-42 6-2-42 9-4-15 4-9-15 4-8-26 8-4-26 5-1-41 1-5-41 4-7-74 7-4-74 1-5-93 5-1-93 5-6-16 6-5-16 3-2-64 2-3-64 2-3-41 3-2-41 6-2-76 2-6-76 9-0-75 0-9-75 0-5-96 5-0-96 8-7-30 7-8-30 3-7-81 7-3-81 4-6-56 6-4-56,9,75 128 113 152 15 87 71 71 41 0,9-0 | 4-15 | 8-41 | 6-71 | 7-71 | 0-75 | 5-87 | 2-113 | 1-128 | 3-152
10,8-5-4 5-8-4 6-2-12 2-6-12 8-6-87 6-8-87 6-4-63 4-6-63 3-2-66 2-3-66 8-1-7 1-8-7 5-7-43 7-5-43 7-2-67 2-7-67 6-2-50 2-6-50 8-4-59 4-8-59 0-2-53 2-0-53 1-4-50 4-1-50 0-6-4 6-0-4 0-5-87 5-0-87 8-9-9 9-8-9,1,98 0 106 172 50 11 94 54 7 16,1-0 | 8-7 | 5-11 | 9-16 | 4-50 | 7-54 | 6-94 | 0-98 | 2-106 | 3-172
10,0-3-90 3-0-90 6-8-71 8-6-71 3-8-95 8-3-95 0-3-87 3-0-87 2-3-87 3-2-87 4-0-41 0-4-41 3-7-77 7-3-77 4-8-3 8-4-3 0-2-44 2-0-44 1-6-18 6-1-18 1-2-10 2-1-10 6-5-34 5-6-34 1-3-45 3-1-45 8-0-20 0-8-20 3-5-17 5-3-17,1,54 0 10 45 77 52 18 122 74 inf,1-0 | 2-10 | 6-18 | 3-45 | 5-52 | 0-54 | 8-74 | 4-77 | 7-122
10,5-2-16 2-5-16 1-7-53 7-1-53 3-1-27 1-3-27 5-9-31 9-5-31 5-4-10 4-5-10 7-3-16 3-7-16 2-6-30 6-2-30 9-0-40 0-9-40 4-5-15 5-4-15 8-4-26 4-8-26 3-2-54 2-3-54 8-7-16 7-8-16 1-8-45 8-1-45 1-0-79 0-1-79 7-0-58 0-7-58,2,87 81 0 54 26 16 30 68 52 47,2-0 | 5-16 | 4-26 | 6-30 | 9-47 | 8-52 | 3-54 | 7-68 | 1-81 | 0-87
10,0-5-65 5-0-65 5-2-46 2-5-46 0-9-7 9-0-7 5-0-47 0-5-47 6-0-57 0-6-57 6-0-97 0-6-97 0-3-55 3-0-55 9-2-19 2-9-19 3-2-58 2-3-58 6-4-27 4-6-27 4-6-39 6-4-39 8-0-90 0-8-90 3-6-98 6-3-98 2-5-33 5-2-33 7-1-6 1-7-6,2,26 inf 0 58 110 33 83 inf 116 19,2-0 | 9-19 | 0-26 | 5-33 | 3-58 | 6-83 | 4-110 | 8-116
10,8-0-7 0-8-7 2-6-14 6-2-14 6-4-43 4-6-43 0-5-61 5-0-61 7-2-80 2-7-80 0-7-100 7-0-100 2-8-5 8-2-5 9-0-66 0-9-66 7-3-6 3-7-6 5-7-96 7-5-96 6-1-64 1-6-64 3-1-16 1-3-16 4-9-82 9-4-82 7-0-11 0-7-11 1-8-85 8-1-85,3,17 16 29 0 86 78 43 6 24 83,3-0 | 7-6 | 1-16 | 0-17 | 8-24 | 2-29 | 6-43 | 5-78 | 9-83 | 4-86
10,1-9-38 9-1-38 1-0-67 0-1-67 5-0-5 0-5-5 1-0-36 0-1-36 7-3-40 3-7-40 7-0-36 0-7-36 5-4-15 4-5-15 8-9-36 9-8-36 6-3-64 3-6-64 0-6-57 6-0-57 3-1-40 1-3-40 5-7-38 7-5-38 2-4-81 4-2-81 1-6-83 6-1-83 0-2-63 2-0-63,2,63 99 0 139 81 68 120 99 173 137,2-0 | 0-63 | 5-68 | 4-81 | 1-99 | 7-99 | 6-120 | 9-137 | 3-139 | 8-173
10,6-1-45 1-6-45 2-7-29 7-2-29 3-5-11 5-3-11 3-2-15 2-3-15 3-2-31 2-3-31 0-9-66 9-0-66 7-9-2 9-7-2 4-5-15 5-4-15 0-6-99 6-0-99 0-2-1 2-0-1 6-7-60 7-6-60 6-7-98 7-6-98 6-4-57 4-6-57 4-2-32 2-4-32 9-0-22 0-9-22,3,16 128 15 0 26 11 83 40 inf 38,3-0 | 5-11 | 2-15 | 0-16 | 4-26 | 9-38 | 7-40 | 6-83 | 1-128
10,6-0-94 0-6-94 7-6-78 6-7-78 1-0-61 0-1-61 0-5-52 5-0-52 2-5-28 5-2-28 4-7-19 7-4-19 9-2-52 2-9-52 3-9-42 9-3-42 5-4-66 4-5-66 1-9-80 9-1-80 1-9-21 9-1-21 0-1-55 1-0-55 5-7-46 7-5-46 3-2-41 2-3-41 8-5-15 5-8-15,5,52 101 28 69 65 0 124 46 15 80,5-0 | 8-15 | 2-28 | 7-46 | 0-52 | 4-65 | 3-69 | 9-80 | 1-101 | 6-124
10,1-5-75 5-1-75 0-2-33 2-0-33 8-3-92 3-8-92 4-0-8 0-4-8 9-5-97 5-9-97 0-1-38 1-0-38 0-4-40 4-0-40 2-8-75 8-2-75 1-5-35 5-1-35 1-9-11 9-1-11 5-8-82 8-5-82 2-0-62 0-2-62 7-5-44 5-7-44 4-9-90 9-4-90 0-9-94 9-0-94,1,38 0 71 209 46 35 inf 79 117 11,1-0 | 9-11 | 5-35 | 0-38 | 4-46 | 2-71 | 7-79 | 8-117 | 3-209
10,0-2-81 2-0-81 4-9-9 9-4-9 3-1-30 1-3-30 7-9-15 9-7-15 4-1-17 1-4-17 2-7-79 7-2-79 8-5-82 5-8-82 5-6-16 6-5-16 5-6-51 6-5-51 4-2-73 2-4-73 6-0-45 0-6-45 6-2-3 2-6-3 4-6-59 6-4-59 7-9-2 9-7-2 3-1-21 1-3-21,5,61 92 19 113 75 0 16 86 82 84,5-0 | 6-16 | 2-19 | 0-61 | 4-75 | 8-82 | 9-84 | 7-86 | 1-92 | 3-113
10,2-1-29 1-2-29 7-9-72 9-7-72 2-5-76 5-2-76 5-7-59 7-5-59 0-6-55 6-0-55 7-2-22 2-7-22 5-1-22 1-5-22 1-6-85 6-1-85 8-3-16 3-8-16 8-3-17 3-8-17 1-3-60 3-1-60 9-4-77 4-9-77 2-6-39 6-2-39 7-3-6 3-7-6 1-9-78 9-1-78,4,265 155 171 155 0 177 210 149 171 77,4-0 | 9-77 | 7-149 | 1-155 | 3-155 | 2-171 | 8-171 | 5-177 | 6-210 | 0-265
